2024-12-09_11-55-38,COMP,Lead.java:2024-12-09_11-55-38;Pencil.java:2024-12-09_11-55-38;Shell.java:2024-12-09_11-55-38
2024-12-09_12-00-11,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-00-11;Shell.java:2024-12-09_11-55-38
2024-12-09_12-02-57,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-02-57;Shell.java:2024-12-09_11-55-38
2024-12-09_12-04-36,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-04-36;Shell.java:2024-12-09_11-55-38
2024-12-09_12-06-15,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-06-15;Shell.java:2024-12-09_11-55-38
2024-12-09_12-06-58,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-06-58;Shell.java:2024-12-09_11-55-38
2024-12-09_12-07-56,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-07-56;Shell.java:2024-12-09_11-55-38
2024-12-09_12-08-33,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-07-56;Shell.java:2024-12-09_11-55-38
2024-12-09_12-10-43,COMP,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-10-43;Shell.java:2024-12-09_11-55-38
2024-12-09_12-15-50,000%,Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-15-50;Shell.java:2024-12-09_11-55-38
2024-12-09_12-15-59,010%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-15-50
2024-12-09_12-18-30,010%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-18-30
2024-12-09_12-19-34,020%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-19-34
2024-12-09_12-22-40,010%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-22-40
2024-12-09_12-23-06,020%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-23-06
2024-12-09_12-25-44,020%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-00-11;Pencil.java:2024-12-09_12-25-44
2024-12-09_12-28-21,020%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_12-28-21
2024-12-09_12-52-48,020%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_12-52-48
2024-12-09_12-56-43,090%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_12-56-43
2024-12-09_12-58-56,080%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_12-58-56
2024-12-09_12-59-26,080%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_12-59-26
2024-12-09_13-00-28,080%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-00-28
2024-12-09_13-01-42,090%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-01-42
2024-12-09_13-02-53,090%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-02-53
2024-12-09_13-03-27,090%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-03-27
2024-12-09_13-04-43,090%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-04-43
2024-12-09_13-05-59,100%,Shell.java:2024-12-09_11-55-38;Lead.java:2024-12-09_12-28-21;Pencil.java:2024-12-09_13-05-59
